minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature
2340,spoiled,8.521738291,4.16,1.63,2.19,5.03,1.32,37.72,63.16,1.09,18.23,4.25,83.9,39.1
2341,spoiled,8.521738301,4.03,1.63,2.14,5.03,1.31,63.64,63.81,1.12,18.31,4.27,83.9,39.2
2342,spoiled,8.521738312,4.2,1.62,2.17,4.99,1.34,62.02,63.16,1.12,18.31,4.29,84,39.2
2343,spoiled,8.521738322,4.18,1.61,2.19,4.99,1.32,58.05,63.16,1.12,18.15,4.29,84,39.2
2344,spoiled,8.521738333,4.2,1.62,2.2,5.03,1.34,54.49,63.16,1.12,18,4.19,84,39.2
2345,spoiled,8.521738343,4.18,1.64,2.19,5.03,1.32,55.78,62.53,1.1,18.07,4.23,83.9,39.2
2346,spoiled,8.521738353,4.22,1.61,2.17,4.99,1.31,57.13,62.53,1.1,18.07,4.29,84,39.2
2347,spoiled,8.521738363,4.2,1.71,2.17,4.99,1.32,61.5,63.16,1.11,18,4.29,84,39.2
2348,spoiled,8.521738373,4.18,1.62,2.19,5.03,1.34,38.18,62.53,1.09,17.69,4.27,84,39.2
2349,spoiled,8.521738382,4.16,1.61,2.16,4.99,1.32,38.18,62.53,1.09,17.17,4.25,84,39.2
2350,spoiled,8.521738392,4.2,1.61,2.19,5.03,1.31,38.41,63.81,1.09,16.88,4.25,84,39.2
2351,spoiled,8.521738401,4.18,1.63,2.17,5.01,1.34,54.08,63.81,1.01,16.46,4.23,84,39.1
2352,spoiled,8.52173841,4.2,1.63,2.17,4.99,1.34,54.92,61.9,1.1,16.4,4.23,83.3,38.6
2353,spoiled,8.52173842,4.16,1.62,2.19,4.99,1.34,59,61.28,1.12,16.4,4.27,84,39.2
2354,spoiled,8.521738429,4.16,1.62,2.2,5.01,1.3,60.48,62.53,1.14,16.6,4.25,83.9,39.2
2355,spoiled,8.521738438,4.16,1.62,2.19,5.05,1.32,60.48,63.16,1.09,16.67,4.25,84,39.2
2356,spoiled,8.521738446,4.18,1.62,2.19,4.99,1.34,56.67,64.47,1.12,16.88,4.21,83.9,39.2
2357,spoiled,8.521738455,4.18,1.62,2.19,4.99,1.34,60.48,64.47,1.11,16.88,4.23,84,39.2
2358,spoiled,8.521738464,4.16,1.64,2.19,5.05,1.31,59.98,53.69,1.14,16.6,4.19,84,39.2
2359,spoiled,8.521738472,4.16,1.61,2.16,5.03,1.34,41.96,63.16,1.1,16.12,4.23,84,39.2
2360,spoiled,8.521738481,4.14,1.63,2.16,5.03,1.36,41.69,62.53,1.09,15.92,4.23,84,39.2
2361,spoiled,8.521738489,4.14,1.62,2.16,5.05,1.34,41.96,62.53,1.09,15.86,4.23,84,39.2
2362,spoiled,8.521738497,4.18,1.59,2.17,5.05,1.34,41.43,62.53,1.08,15.86,4.21,84,39.2
2363,spoiled,8.521738505,4.14,1.63,2.17,5.03,1.34,41.69,61.28,1.09,15.99,4.21,84,39.1
2364,spoiled,8.521738513,4.16,1.61,2.19,5.03,1.34,40.9,61.28,1.08,15.92,4.19,84,39.2
2365,spoiled,8.521738521,4.18,1.64,2.16,5.03,1.35,41.96,61.28,1.08,16.06,4.19,83.7,39.2
2366,spoiled,8.521738529,4.2,1.63,2.17,5.05,1.34,41.43,63.16,1.08,15.92,4.23,83.6,39.2
2367,spoiled,8.521738536,4.14,1.63,2.19,5.03,1.36,41.69,61.28,1.11,15.99,4.17,83.5,39.2
2368,spoiled,8.521738544,4.2,1.62,2.19,5.03,1.34,41.96,60.09,1.11,16.12,4.19,83.5,39.2
2369,spoiled,8.521738551,4.16,1.63,2.17,5.03,1.32,41.16,63.16,1.08,16.06,4.31,83.5,39.2
2370,spoiled,8.521738559,4.18,1.63,2.16,5.01,1.35,41.16,61.9,1.09,15.99,4.29,83.5,39.2
2371,spoiled,8.521738566,4.18,1.62,2.19,5.05,1.36,41.96,60.09,1.08,15.92,4.25,83.5,39.2
2372,spoiled,8.521738573,4.14,1.63,2.19,5.03,1.36,41.96,63.81,1.1,16.74,4.27,83.4,39.3
2373,spoiled,8.52173858,4.18,1.62,2.16,5.03,1.36,41.69,61.28,1.09,15.86,4.27,83.2,39.3
2374,spoiled,8.521738587,4.16,1.64,2.19,5.03,1.35,42.24,61.28,1.09,16.06,4.31,83,39.3
2375,spoiled,8.521738594,4.14,1.62,2.19,5.07,1.35,42.24,60.68,1.09,16.06,4.29,82.9,39.2
2376,spoiled,8.521738601,4.1,1.62,2.17,5.07,1.34,41.43,61.9,1.11,16.19,4.31,83,39.2
2377,spoiled,8.521738608,4.16,1.62,2.19,5.05,1.35,41.69,62.53,1.08,16.33,4.25,83,39.3
2378,spoiled,8.521738614,4.16,1.64,2.19,5.05,1.36,41.69,63.16,1.1,16.53,4.29,83.1,39.3
2379,spoiled,8.521738621,4.18,1.59,2.17,5.07,1.35,41.69,61.28,1.09,16.53,4.31,83.2,39.3
2380,spoiled,8.521738627,4.18,1.62,2.2,5.1,1.32,41.69,61.9,1.09,16.53,4.27,83.2,39.3
2381,spoiled,8.521738634,4.2,1.66,2.19,5.1,1.34,41.96,61.28,1.09,16.74,4.29,83.1,39.3
2382,spoiled,8.52173864,4.2,1.66,2.19,5.1,1.32,41.96,62.53,1.11,16.88,4.29,83.2,39.3
2383,spoiled,8.521738646,4.16,1.62,2.19,5.05,1.38,41.43,63.16,1.11,16.88,4.31,83.1,39.3
2384,spoiled,8.521738652,4.16,1.63,2.19,5.1,1.34,41.69,63.81,1.1,17.17,4.29,83.1,39.3
2385,spoiled,8.521738659,4.2,1.64,2.19,5.05,1.35,42.24,63.81,1.1,17.25,4.31,83.1,39.3
2386,spoiled,8.521738665,4.18,1.62,2.19,5.05,1.35,42.24,62.53,1.08,17.17,4.29,83.1,39.3
2387,spoiled,8.52173867,4.2,1.63,2.17,5.05,1.32,42.24,61.9,1.11,17.39,4.27,83.1,39.3
2388,spoiled,8.521738676,4.24,1.63,2.17,5.07,1.32,41.69,63.81,1.11,17.39,4.29,83.1,39.4
2389,spoiled,8.521738682,4.18,1.63,2.19,5.05,1.32,41.69,63.81,1.1,17.47,4.27,83,39.3
2390,spoiled,8.521738688,4.2,1.63,2.19,5.05,1.35,42.52,61.9,1.1,17.62,4.29,83,39.3
2391,spoiled,8.521738693,4.22,1.62,2.17,5.1,1.31,41.96,61.9,1.08,17.77,4.25,83,39.3
2392,spoiled,8.521738699,4.22,1.62,2.19,5.1,1.34,41.43,62.53,1.11,17.92,4.23,83,39.3
2393,spoiled,8.521738705,4.24,1.62,2.17,5.1,1.32,41.69,63.16,1.1,17.84,4.23,83,39.4
2394,spoiled,8.52173871,4.22,1.66,2.17,5.05,1.35,41.69,61.9,1.11,17.69,4.25,82.9,39.3
2395,spoiled,8.521738715,4.2,1.61,2.19,5.05,1.32,42.52,62.53,1.08,17.47,4.23,83,39.3
2396,spoiled,8.521738721,4.18,1.62,2.17,5.07,1.35,41.96,64.47,1.08,17.54,4.19,83,39.3
2397,spoiled,8.521738726,4.18,1.64,2.19,5.07,1.34,42.52,63.81,1.11,17.69,4.19,83,39.3
2398,spoiled,8.521738731,4.2,1.63,2.19,5.05,1.32,41.96,64.47,1.11,17.69,4.17,83,39.3
2399,spoiled,8.521738736,4.2,1.63,2.17,5.07,1.35,42.8,62.53,1.09,17.47,4.27,82.9,39.3
2400,spoiled,8.521738741,4.2,1.62,2.19,5.07,1.35,41.69,64.47,1.11,17.17,4.31,83,39.3
2401,spoiled,8.521738746,4.24,1.63,2.19,5.07,1.35,41.96,64.47,1.08,17.03,4.29,83,39.3
2402,spoiled,8.521738751,4.18,1.63,2.19,5.07,1.32,42.52,64.47,1.1,17.1,4.27,83,39.3
2403,spoiled,8.521738756,4.2,1.62,2.19,5.07,1.32,42.52,63.81,1.09,17.03,4.31,83,39.3
2404,spoiled,8.52173876,4.18,1.63,2.19,5.07,1.31,41.96,64.47,1.08,17.17,4.27,83,39.4
2405,spoiled,8.521738765,4.2,1.64,2.19,5.07,1.35,41.96,65.83,1.1,17.25,4.27,83,39.3
2406,spoiled,8.52173877,4.2,1.61,2.17,5.07,1.32,42.24,62.53,1.08,17.17,4.29,82.9,39.3
2407,spoiled,8.521738774,4.18,1.62,2.19,5.07,1.35,42.8,64.47,1.1,17.32,4.21,82.9,39.4
2408,spoiled,8.521738779,4.2,1.63,2.19,5.07,1.32,41.96,64.47,1.11,17.39,4.23,83,39.3
2409,spoiled,8.521738783,4.18,1.63,2.17,5.07,1.32,42.8,62.53,1.09,17.32,4.25,83,39.3
2410,spoiled,8.521738788,4.18,1.62,2.19,5.1,1.32,42.52,64.47,1.1,17.03,4.25,82.9,39.3
2411,spoiled,8.521738792,4.2,1.62,2.19,5.07,1.32,41.96,63.81,1.09,16.96,4.29,82.9,39.3
2412,spoiled,8.521738797,4.24,1.63,2.17,5.07,1.35,43.08,62.53,1.1,16.96,4.29,82.9,39.4
2413,spoiled,8.521738801,4.22,1.63,2.17,5.07,1.35,42.8,63.16,1.08,16.96,4.31,82.9,39.4
2414,spoiled,8.521738805,4.18,1.63,2.19,5.14,1.32,41.96,62.53,1.08,16.88,4.31,82.9,39.3
2415,spoiled,8.521738809,4.2,1.64,2.17,5.1,1.32,43.08,62.53,1.11,17.03,4.27,83,39.4
2416,spoiled,8.521738813,4.24,1.63,2.17,5.07,1.32,42.8,62.53,1.1,17.03,4.33,83,39.4
2417,spoiled,8.521738817,4.22,1.63,2.17,5.07,1.32,43.36,63.16,1.09,16.88,4.27,83,39.4
2418,spoiled,8.521738821,4.2,1.63,2.19,5.1,1.34,43.36,63.16,1.11,16.81,4.21,82.9,39.4
2419,spoiled,8.521738825,4.24,1.63,2.17,5.07,1.32,42.8,62.53,1.08,17.03,4.29,82.9,39.4
2420,spoiled,8.521738829,4.2,1.63,2.2,5.1,1.35,42.8,62.53,1.09,16.88,4.27,82.9,39.4
2421,spoiled,8.521738833,4.22,1.62,2.19,5.12,1.31,42.52,62.53,1.09,16.96,4.27,82.9,39.4
2422,spoiled,8.521738837,4.16,1.63,2.2,5.12,1.31,42.52,62.53,1.09,17.17,4.29,82.9,39.4
2423,spoiled,8.52173884,4.18,1.61,2.19,5.1,1.32,42.52,63.16,1.09,17.03,4.31,83,39.4
2424,spoiled,8.521738844,4.2,1.64,2.17,5.12,1.32,43.36,62.53,1.08,9.79,4.31,83,39.4
2425,spoiled,8.521738848,4.22,1.94,2.17,5.07,1.34,43.36,63.16,1.11,11.09,4.33,82.9,39.4
2426,spoiled,8.521738851,4.18,1.64,2.17,5.1,1.34,43.08,62.53,1.1,12.74,4.29,82.8,39.4
2427,spoiled,8.521738855,4.2,1.63,2.19,5.14,1.31,43.36,63.16,1.08,10.71,4.33,82.6,39.3
2428,spoiled,8.521738858,4.24,1.62,2.17,5.12,1.35,43.08,62.53,1.1,11.91,4.33,82.4,39.3
2429,spoiled,8.521738862,4.24,1.64,2.13,5.25,1.35,43.36,62.53,1.1,12.15,4.33,82.5,39.4
2430,spoiled,8.521738865,4.24,1.64,2.17,5.16,1.37,43.36,62.53,1.1,10.84,4.29,82.7,39.3
2431,spoiled,8.521738869,4.24,1.62,2.17,5.16,1.37,42.52,61.9,1.11,12.19,4.25,82.8,39.2
2432,spoiled,8.521738872,4.24,1.64,2.2,5.23,1.37,43.08,61.28,1.09,13.58,4.33,82.9,39.3
2433,spoiled,8.521738875,4.24,1.64,2.2,5.25,1.34,42.52,61.28,1.09,14.26,4.31,83.1,39.2
2434,spoiled,8.521738878,4.24,1.64,2.19,5.19,1.36,42.52,64.47,1.1,15.03,4.35,83.3,39.2
2435,spoiled,8.521738882,4.24,1.64,2.17,5.19,1.36,42.52,62.53,1.08,15.34,4.27,83.5,39.2
2436,spoiled,8.521738885,4.24,1.63,2.17,5.19,1.35,42.8,61.9,1.11,15.73,4.37,83.5,39.2
2437,spoiled,8.521738888,4.22,1.62,2.19,5.19,1.36,43.36,61.28,1.09,16.12,4.33,83.6,39.2
2438,spoiled,8.521738891,4.24,1.66,2.2,5.21,1.34,43.36,60.68,1.1,16.6,4.33,83.6,39.2
2439,spoiled,8.521738894,4.22,1.66,2.19,5.16,1.34,59.49,61.9,1.11,16.74,4.31,83.5,39.2
2440,spoiled,8.521738897,4.24,1.64,2.2,5.19,1.35,67.7,61.9,1.09,17.25,4.35,83.5,39.2
2441,spoiled,8.5217389,4.22,1.64,2.2,5.16,1.35,68.95,60.68,1.1,17.54,4.35,83.6,39.2
2442,spoiled,8.521738903,4.28,1.67,2.2,5.21,1.3,67.09,61.28,1.09,17.54,4.35,83.6,39.2
2443,spoiled,8.521738906,4.24,1.64,2.2,5.19,1.32,70.23,61.28,1.09,17.54,4.31,83.5,39.2
2444,spoiled,8.521738909,4.26,1.64,2.17,5.19,1.3,66.5,60.68,1.11,17.69,4.29,83.4,39.2
2445,spoiled,8.521738912,4.26,1.62,2.19,5.16,1.31,67.09,62.53,1.11,17.77,4.39,83.5,39.2
2446,spoiled,8.521738914,4.26,1.64,2.19,5.16,1.31,67.09,62.53,1.09,17.69,4.21,83.6,39.2
2447,spoiled,8.521738917,4.26,1.63,2.2,5.16,1.31,67.7,61.9,1.09,15.66,4.25,83.6,39.4
2448,spoiled,8.52173892,4.26,1.66,2.2,5.19,1.3,68.95,62.53,1.11,16.12,4.29,83.6,39.2
2449,spoiled,8.521738923,4.26,1.66,2.2,5.19,1.3,68.95,61.9,1.11,16.4,4.33,83.6,39.2
2450,spoiled,8.521738925,4.24,1.62,2.17,5.16,1.28,66.5,61.28,1.09,16.74,4.29,83.7,39.2
2451,spoiled,8.521738928,4.24,1.62,2.2,5.19,1.3,68.95,60.68,1.12,16.81,4.33,83.6,39.2
2452,spoiled,8.52173893,4.24,1.64,2.2,5.16,1.3,67.09,61.28,1.1,16.96,4.31,83.6,39.2
2453,spoiled,8.521738933,4.24,1.66,2.19,5.16,1.3,66.5,61.28,1.11,17.03,4.31,83.6,39.2
2454,spoiled,8.521738935,4.26,1.66,2.17,5.16,1.31,66.5,61.28,1.1,17.25,4.39,83.5,39.2
2455,spoiled,8.521738938,4.22,1.63,2.2,5.21,1.3,67.09,60.68,1.11,17.32,4.33,83.4,39.2
2456,spoiled,8.52173894,4.24,1.66,2.2,5.19,1.3,67.09,60.68,1.12,17.54,4.35,83.5,39.2
2457,spoiled,8.521738943,4.22,1.64,2.14,5.67,1.32,68.32,61.9,1.11,14.61,4.33,83.5,39.2
2458,spoiled,8.521738945,4.24,1.64,2.2,5.19,1.31,67.7,60.68,1.11,15.66,4.33,83.6,39.3
2459,spoiled,8.521738948,4.26,1.64,2.17,5.14,1.31,67.09,60.68,1.09,16.33,4.35,83.6,39.2
2460,spoiled,8.52173895,4.24,1.62,2.19,5.21,1.32,63.64,60.09,1.11,16.88,4.35,83.6,39.2
2461,spoiled,8.521738952,4.22,1.62,2.2,5.19,1.31,68.95,61.9,1.11,17.03,4.35,83.6,39.1
2462,spoiled,8.521738954,4.26,1.64,2.17,5.16,1.3,67.09,60.09,1.09,17.39,4.35,83.7,39.2
2463,spoiled,8.521738957,4.24,1.64,2.17,5.12,1.32,67.09,60.09,1.1,17.54,4.37,83.7,39.2
2464,spoiled,8.521738959,4.18,1.64,2.19,5.12,1.31,67.09,60.68,1.09,17.84,4.33,83.6,39.2
2465,spoiled,8.521738961,4.24,1.64,2.19,5.12,1.32,67.09,61.9,1.09,17.92,4.33,83.6,39.3
2466,spoiled,8.521738963,4.22,1.64,2.2,5.12,1.32,68.95,61.9,1.12,17.84,4.35,83.6,39.2
2467,spoiled,8.521738965,4.22,1.66,2.19,5.12,1.31,65.91,60.09,1.11,16.46,4.84,83.6,39.2
2468,spoiled,8.521738967,4.22,1.62,2.2,5.14,1.31,67.09,61.9,1.11,16.88,4.35,83.6,39.2
2469,spoiled,8.52173897,4.2,1.62,2.19,5.12,1.31,67.09,61.9,1.11,16.88,4.37,83.5,39.3
2470,spoiled,8.521738972,4.24,1.62,2.2,5.16,1.3,68.95,61.9,1.1,17.17,4.37,83.5,39.3
2471,spoiled,8.521738974,4.26,1.66,2.17,5.1,1.31,69.59,62.53,1.14,16.88,4.35,83.5,39.3
2472,spoiled,8.521738976,4.26,1.66,2.19,5.1,1.32,65.33,61.9,1.1,17.1,4.33,83.4,39.3
2473,spoiled,8.521738978,4.22,1.63,2.19,5.16,1.3,67.7,60.68,1.1,17.1,4.33,83.5,39.3
2474,spoiled,8.521738979,4.24,1.62,2.16,5.12,1.31,67.7,61.28,1.09,16.53,4.33,83.4,39.3
2475,spoiled,8.521738981,4.24,1.66,2.2,5.16,1.31,67.09,61.28,1.09,17.54,4.33,83.4,39.2
2476,spoiled,8.521738983,4.24,1.62,2.19,5.12,1.31,68.32,63.16,1.11,17.69,4.37,83.4,39.3
2477,spoiled,8.521738985,4.26,1.63,2.19,5.12,1.31,67.09,63.81,1.11,17.92,4.31,83.3,39.2
2478,spoiled,8.521738987,4.22,1.63,2.2,5.16,1.31,68.95,62.53,1.09,18.23,4.33,83.3,39.2
2479,spoiled,8.521738989,4.22,1.66,2.2,5.12,1.32,67.09,61.9,1.11,18.39,4.33,83.3,39.2
2480,spoiled,8.521738991,4.26,1.62,2.19,5.12,1.34,68.32,62.53,1.11,18.47,4.37,83.3,39.2
2481,spoiled,8.521738992,4.26,1.64,2.19,5.12,1.32,67.09,61.9,1.18,18.87,4.31,83.2,39.3
2482,spoiled,8.521738994,4.22,1.63,2.19,5.14,1.31,67.09,63.16,1.11,18.47,4.33,83.2,39.3
2483,spoiled,8.521738996,4.22,1.62,2.2,5.12,1.32,67.09,61.28,1.11,18.39,4.37,83.2,39.3
2484,spoiled,8.521738998,4.26,1.62,2.19,5.14,1.31,66.5,62.53,1.1,18.47,4.35,83.2,39.3
2485,spoiled,8.521738999,4.24,1.66,2.2,5.19,1.3,65.91,62.53,1.1,18.55,4.31,83.2,39.2
2486,spoiled,8.521739001,4.26,1.62,2.19,5.12,1.31,67.7,63.81,1.11,18.47,4.31,83.1,39.3
2487,spoiled,8.521739003,4.22,1.62,2.19,5.12,1.32,66.5,63.16,1.11,18.63,4.29,83.2,39.2
2488,spoiled,8.521739004,4.24,1.62,2.2,5.14,1.31,65.91,57.81,1.1,18.87,4.33,83.2,39.3
2489,spoiled,8.521739006,4.24,1.64,2.19,5.14,1.3,66.5,62.53,1.09,18.79,4.27,83.2,39.3
2490,spoiled,8.521739007,4.22,1.62,2.2,5.19,1.3,66.5,60.68,1.1,18.87,4.31,83.2,39.2
2491,spoiled,8.521739009,4.22,1.66,2.2,5.16,1.3,65.91,62.53,1.1,19.04,4.29,83.2,39.3
2492,spoiled,8.521739011,4.24,1.62,2.19,5.14,1.31,68.32,63.16,1.12,19.04,4.31,83.2,39.2
2493,spoiled,8.521739012,4.22,1.63,2.2,5.16,1.34,67.09,62.53,1.12,19.04,4.35,83.2,39.2
2494,spoiled,8.521739014,4.26,1.66,2.19,5.14,1.32,67.7,62.53,1.11,19.04,4.31,83.2,39.3
2495,spoiled,8.521739015,4.24,1.64,2.2,5.19,1.32,69.59,64.47,1.11,19.29,4.47,83.2,39.3
2496,spoiled,8.521739017,4.2,1.63,2.19,5.14,1.34,67.09,62.53,1.1,19.37,4.47,83.3,39.3
2497,spoiled,8.521739018,4.26,1.62,2.19,5.16,1.31,65.33,62.53,1.1,19.46,4.51,83.3,39.3
2498,spoiled,8.521739019,4.26,1.62,2.19,5.16,1.32,68.32,64.47,1.12,19.29,4.47,83.2,39.3
2499,spoiled,8.521739021,4.26,1.64,2.2,5.14,1.31,65.91,63.16,1.09,19.55,4.51,82.5,38.6
2500,spoiled,8.521739022,4.26,1.62,2.19,5.14,1.32,65.91,61.28,1.1,19.55,4.51,83.2,39.2
2501,spoiled,8.521739024,4.26,1.64,2.2,5.14,1.32,65.91,62.53,1.1,19.63,4.47,83.3,39.3
2502,spoiled,8.521739025,4.22,1.62,1.96,5.14,1.3,65.91,61.28,1.09,19.72,4.51,83.3,39.2
2503,spoiled,8.521739026,4.22,1.67,2.2,5.19,1.3,67.7,63.16,1.09,19.55,4.47,83.4,39.2
2504,spoiled,8.521739028,4.26,1.62,2.19,5.16,1.31,65.91,61.28,1.09,19.63,4.49,83.4,39.2
2505,spoiled,8.521739029,4.22,1.61,2.2,5.19,1.31,66.5,63.16,1.14,19.37,4.51,83.4,39.2
2506,spoiled,8.52173903,4.24,1.64,2.2,5.21,1.31,68.32,62.53,1.11,19.46,4.47,83.4,39.1
2507,spoiled,8.521739032,4.26,1.62,2.2,5.19,1.32,68.32,62.53,1.12,19.37,4.49,83.4,39.2
2508,spoiled,8.521739033,4.26,1.62,2.19,5.21,1.3,65.91,60.09,1.11,19.46,4.49,83.4,39.2
2509,spoiled,8.521739034,4.54,1.66,2.2,5.19,1.3,65.91,62.53,1.12,19.29,4.43,83.5,39.2
2510,spoiled,8.521739035,4.22,1.64,2.2,5.19,1.3,67.09,61.28,1.11,19.46,4.49,83.4,39.1
2511,spoiled,8.521739036,4.22,1.66,2.22,5.19,1.3,66.5,63.81,1.12,19.37,4.43,83.4,39.2
2512,spoiled,8.521739038,4.24,1.62,2.2,5.16,1.32,65.91,63.16,1.12,19.63,4.49,83.5,39.1
2513,spoiled,8.521739039,4.22,1.62,2.2,5.23,1.31,67.7,61.28,1.1,19.46,4.49,83.4,39.2
2514,spoiled,8.52173904,4.24,1.63,2.2,5.19,1.31,65.91,61.28,1.1,19.46,4.47,83.5,39.2
2515,spoiled,8.521739041,4.22,1.63,2.2,5.19,1.34,67.09,61.28,1.11,19.37,4.49,83.5,39.2
2516,spoiled,8.521739042,4.24,1.64,2.2,5.19,1.31,67.09,61.9,1.12,19.37,4.45,83.5,39.2
2517,spoiled,8.521739043,4.24,1.64,2.19,5.16,1.32,65.91,61.28,1.1,19.37,4.51,83.5,39.2
2518,spoiled,8.521739045,4.26,1.68,2.2,5.21,1.31,67.7,63.16,1.11,19.21,4.47,83.5,39.2
2519,spoiled,8.521739046,4.22,1.66,2.2,5.21,1.3,65.91,61.28,1.33,19.21,4.49,83.5,39.2
2520,spoiled,8.521739047,4.26,1.64,2.2,5.19,1.3,65.91,61.9,1.1,19.21,4.47,83.5,39.2
2521,spoiled,8.521739048,4.24,1.66,2.2,5.21,1.3,66.5,60.68,1.1,19.29,4.51,83.4,39.2
2522,spoiled,8.521739049,4.26,1.64,2.2,5.16,1.31,65.91,60.68,1.1,19.37,4.47,83.4,39.2
2523,spoiled,8.52173905,4.28,1.66,2.2,5.19,1.32,67.7,62.53,1.11,19.29,4.51,83.4,39.2
2524,spoiled,8.521739051,4.28,1.64,2.2,5.19,1.3,67.7,63.16,1.11,19.29,4.45,83.4,39.1
2525,spoiled,8.521739052,4.26,1.63,2.2,5.21,1.31,68.32,60.68,1.1,19.63,4.51,83.4,39.2
2526,spoiled,8.521739053,4.28,1.67,2.2,5.21,1.3,68.32,63.16,1.09,19.37,4.49,83.5,39.2
2527,spoiled,8.521739054,4.22,1.66,2.2,5.21,1.3,66.5,60.68,1.11,19.29,4.51,83.5,39.2
2528,spoiled,8.521739055,4.22,1.66,2.2,5.19,1.34,67.09,63.16,1.12,19.12,4.49,83.5,39.2
2529,spoiled,8.521739056,4.24,1.67,2.2,5.19,1.32,65.33,62.53,1.09,19.12,4.49,83.5,39.1
2530,spoiled,8.521739057,4.22,1.68,2.2,5.19,1.31,67.7,60.68,1.12,19.04,4.47,82.8,38.9
2531,spoiled,8.521739058,4.24,1.68,2.22,5.14,1.32,67.09,61.28,1.12,19.04,4.47,83.4,39.2
2532,spoiled,8.521739059,4.26,1.66,2.2,5.19,1.3,66.5,61.28,1.1,19.12,4.47,83.4,39.1
2533,spoiled,8.52173906,4.22,1.64,2.17,5.19,1.32,67.7,62.53,1.12,19.04,4.49,83.4,39.2
2534,spoiled,8.52173906,4.22,1.64,2.2,5.21,1.31,67.7,61.9,1.11,19.04,4.49,83.4,39.2
2535,spoiled,8.521739061,4.26,1.62,2.2,5.16,1.3,65.91,60.68,1.11,19.12,4.47,83.4,39.1
2536,spoiled,8.521739062,4.24,1.66,2.22,5.21,1.3,67.7,61.9,1.11,19.21,4.49,83.4,39.2
2537,spoiled,8.521739063,4.28,1.68,2.2,5.23,1.3,67.09,63.16,1.11,19.12,4.47,83.4,39.2
2538,spoiled,8.521739064,4.26,1.64,2.2,5.19,1.31,65.91,60.68,1.1,19.21,4.49,83.4,39.2
2539,spoiled,8.521739065,4.24,1.67,2.22,5.19,1.32,67.7,60.68,1.1,19.29,4.47,83.4,39.2
2540,spoiled,8.521739066,4.26,1.62,2.2,5.21,1.31,68.32,61.9,1.11,19.04,4.47,83.4,39.2
2541,spoiled,8.521739066,4.24,1.64,2.2,5.23,1.31,67.09,60.09,1.08,19.12,4.51,83.3,39.1
2542,spoiled,8.521739067,4.28,1.64,2.2,5.23,1.3,66.5,61.9,1.09,19.21,4.51,83.3,39.1
2543,spoiled,8.521739068,4.28,1.68,2.22,5.23,1.3,66.5,61.28,1.09,19.21,4.49,83.4,39.2
2544,spoiled,8.521739069,4.26,1.68,2.19,5.19,1.34,65.91,61.9,1.11,18.96,4.47,83.5,39.2
2545,spoiled,8.52173907,4.24,1.66,2.2,5.25,1.31,68.32,61.9,1.11,19.04,4.51,83.5,39.2
2546,spoiled,8.52173907,4.24,1.66,2.2,5.23,1.3,65.33,61.28,1.1,19.04,4.49,83.5,39.2
2547,spoiled,8.521739071,4.28,1.66,2.2,5.21,1.32,67.7,60.68,1.1,19.21,4.49,83.5,39.2
2548,spoiled,8.521739072,4.26,1.64,2.2,5.23,1.31,64.76,62.53,1.11,18.96,4.49,83.5,39.2
2549,spoiled,8.521739073,4.24,1.66,2.2,5.25,1.3,67.09,60.68,1.11,19.04,4.51,83.6,39.2
2550,spoiled,8.521739073,4.24,1.64,2.19,5.23,1.31,65.91,46.83,1.1,19.21,4.49,83.5,39.2
2551,spoiled,8.521739074,4.26,1.66,2.2,5.21,1.34,65.91,63.16,1.12,19.04,4.51,83.6,39.2
2552,spoiled,8.521739075,4.28,1.67,2.2,5.23,1.34,67.7,63.16,1.11,19.12,4.49,83.5,39.2
2553,spoiled,8.521739076,4.3,1.68,2.2,5.25,1.31,68.95,60.09,1.09,19.46,4.47,83.5,39.2
2554,spoiled,8.521739076,4.28,1.68,2.2,5.28,1.3,65.91,61.9,1.12,19.55,4.49,83.4,39.4
2555,spoiled,8.521739077,4.26,1.68,2.2,5.21,1.31,65.91,63.16,1.14,19.63,4.51,83.4,39.2
2556,spoiled,8.521739078,4.26,1.67,2.22,5.28,1.3,65.91,60.09,1.09,19.81,4.51,83.4,39.2
2557,spoiled,8.521739078,4.28,1.67,2.2,5.1,1.34,67.7,61.28,1.09,19.81,4.49,83.3,39.2
2558,spoiled,8.521739079,4.26,1.68,2.2,5.23,1.31,65.91,61.28,1.09,19.98,4.49,83.4,39.2
2559,spoiled,8.52173908,4.3,1.68,2.22,5.3,1.31,65.91,61.9,1.11,19.89,4.49,83.5,39.2
2560,spoiled,8.52173908,4.24,1.72,2.22,5.25,1.34,65.91,61.28,1.1,20.07,4.51,83.5,39.1
2561,spoiled,8.521739081,4.3,1.66,2.2,5.32,1.31,66.5,60.68,1.11,19.98,4.53,83.6,39
2562,spoiled,8.521739082,4.26,1.68,2.22,5.32,1.3,64.76,61.28,1.09,20.16,4.49,83.6,39.2
2563,spoiled,8.521739082,4.26,1.68,2.2,5.34,1.31,68.32,62.53,1.11,19.98,4.53,83.6,39.1
2564,spoiled,8.521739083,4.28,1.67,2.22,5.32,1.31,67.09,63.16,1.11,20.07,4.47,83.6,39.1
2565,spoiled,8.521739083,4.24,1.7,2.22,5.32,1.31,67.09,61.28,1.1,20.25,4.49,83.6,39.1
